"Do not assume anything Obi-Wan. Clear your mind must be if you are to discover the real villains behind this plot.","Star Wars: Episode II - Attack of the Clones"
"Life? Don't talk to me about life!","The Hitchhiker's Guide to the Galaxy"
"I want room service!","Johnny Mnemonic"
"How's it going, royal ugly dudes?","Bill & Ted's Excellent Adventure"
"You're fighting a girl. You're gonna loose.","Spy Kids 2: Island of Lost Dreams"
"Have you ever read that book ""She's Just Not That Into You""?","Zombieland"
"One of them crashed and burned, the other one just burned.","Paul"
"Time for a new game! Look out, Earth, it's playtime!","Teenage Mutant Ninja Turtles: Out of the Shadows"
"By morning, you'll be gone.","Eternal Sunshine of the Spotless Mind"
"So, your robot is gone, pal. Why don't you try some *real* women?","Cherry 2000"
"The Jeddak of Zodanga means to quash Helium this very night, and if Helium falls, so does Barsoom. We must throw out the thought of old hatreds. Tharks did not cause this, but by Issus, Tharks will end it! We ride for Zodanga!","John Carter"
"You're not seeing the big picture here.","Superman Returns"
"Trust me, baby, you're gonna wish you had three hands.","Total Recall"
"What's wrong with killing? Everyone's got their reasons.","Battle Royale"
"Push, punch, press, release!","Transformers: Age of Extinction"
"He took my body but he cannot take my mind!","Bride of Re-Animator"
"You lied to me!","Chappie"
"That was too close.","Star Wars: Episode VI - Return of the Jedi"
"We'd better get back, 'cause it'll be dark soon, and they mostly come at night... mostly.","Aliens"
"In space, anything is possible.","SpaceCamp"
"Nothing is impossible, only mathematically improbable.","The Avengers"
"They all think it's about more detail. But that's not how memory works. We recall with our feelings. Anything real should be a mess.","Blade Runner 2049"
"Prescription, two hours in the Earth Room. And get a haircut.","Sunshine"
"Your behavior, Jyn Erso, is continually unexpected.","Rogue One"
"Our way... or the highway.","The Matrix"
"I'm trying to reach level 2!","Spy Kids 3-D: Game Over"
"I've harmed nobody, just robbed a few graves!","The Curse of Frankenstein"
"This isn't possible.","Blade Runner 2049"
"All commercial television and radio transmission facilities throughout the world will be tied into my communications system by 1000 hours Friday. At that time I will state my intentions for the future of mankind.","Colossus: The Forbin Project"
"What's up, Doc?","The X Files: I Want to Believe"
"A star is digitized. You know what this means? We have stepped into a new dimension. Our ability to manufacture fraud now exceeds our ability to protect it.","S1m0ne"
"This is not the kind of shit I want on my transcript.","Flatliners"
"Darkness fell upon the city. Neo-Marxist cells began to converge upon downtown.","Southland Tales"
"So, raise your hand if you thought that was a Russian water tentacle.","The Abyss"
"I'm very well, thank you, you're welcome.","Alphaville"
"Lost visuals. Kowalski! Be my eyes.","Penguins of Madagascar"
"I am very excitement to make a new start. We are moving to best planet ever. Our new home.","Home"
"Have at you snake!","Metal Gear Solid"
"Don't touch that dial!","The Running Man"
"So it turns out there's life on other planets. Boy, this is really going to change the Miss Universe contest, you know what I mean?","Contact"
"*You* figure it out! You haven't done anything! All you do is freak out, you murderer!","Cube"
"He marches us towards a solid face of rock. The man has raisins in his braincase.","Krull"
"See? L.A. is good for something.","Phantoms"
"My name is Lord Vader. I am an Extraterrestrial from the planet Vulcan.","Back to the Future"
"We're going away from earth, we still couldn't get out of the domain of unknown power, typhoon 2 answer me typhoon 2, typhoon 2 answer me typhoon 2 answer me...","Dünyayi Kurtaran Adam"
"Where's the happy ending, Jason? ""Never give up, never surrender""?","Galaxy Quest"
"I believe that sometimes it is necessary to share the one you love with things greater than the both of you.","Dune"
"Here we go round the prickly pear, prickly pear, prickly pear.","Southland Tales"
"See? That's just what this case needed. A seven-foot tall, flesh-eating zombie. Which begs the question, are there any actual people left in New Orleans?","Dylan Dog: Dead of Night"
"What we saw tonight was a physical phenomenon, an inexplicable physical phenomenon!","Altered States"
"Human beings are the cancer that must be removed From the body of the earth. There will be no more violence, no more disorder, only peace.","Singularity"
"...The day he was born I just lost my mind.","Zombieland"
"I smile, and I smile, and I smile.","Melancholia"
"What can you do about it? Hmm? What can *you* do about it?","City of Ember"
"You know it's all funny until somebody gets shot in the leg.","Armageddon"
"You were right about the electric flea collar. The extension cord was a bad idea.","Honey, I Shrunk the Kids"
"Humanity has only survived this long by crushing the earth to suit its needs.","2036: Nexus Dawn"
"Submarine? I know I said at any cost, but...","The Triangle"
"There is nothing in the desert and no man needs nothing.","Prometheus"
"Charlize, they're on the ray! Helen, hunt them down! William, hurt them! Halle, bury them! Hugh! Jack! Man the battle stations! Kevin! Bake on! We're still going to need that victory cake!","Penguins of Madagascar"
"Gulf eclipse and the numbers came... 35 47 97 52... buildings tower, the light comes, to know the source of such things is to know our place in the world.","Midnight Special"
"Good heaven, what an unpleasant odour.","Tremors 4: The Legend Begins"
"If you're gonna zap an idea into people's heads, you should really make sure that it's the truth.","Tomorrowland"
"These things! They're huge, ugly, slimy, giant Mr. Potato Heads!","Invaders from Mars"
"I would really like a cold one right now...","Half-Life"
"I don't know what the hell I'm doing here. I'm 237 years old, I should be collecting social security.","Sleeper"
"Let me give you a tip. You wanna make some money here? Use your white voice.","Sorry to Bother You"
"There's a clock in the walls. We don't know what it does, except... something horrible.","The House with a Clock in Its Walls"
"No, Goddess! He'll ruin everything! Get him! Have your harpies tear him to bits!","BioShock"
"You appear intelligent, but when you open your mouth the effect is spoiled.","What Planet Are You From?"
"We have to believe that life is what we make of it!","Appleseed"
"Here we go again.","Lost in Space"
"It's the same train, but it's different.","Source Code"
"Did you know I can create a force field inside someone's body and expand it until they explode?","Fantastic Four: Rise of the Silver Surfer"
"And the other rules, well, the other rules are Russian and complicated.","Rollerball"
"Sweet Blasphemy, Sand Mantas galore! Talk about your prehistoric pigeons. And they're filthy animals, y'know, they're just filthy!","Vampire Hunter D: Bloodlust"
"I think I made the age-old mistake: Never trust a beautiful woman.","The Thirteenth Floor"
"Sometimes reality is too complex for oral communication. But legend embodies it in a form which enables it to spread all over the world.","Alphaville"
"You can shine no matter what you're made of.","Robots"
"No matter what I do, no matter how hard I try, the ones I love will always be the ones who pay.","Spider-Man"
"You have no need for your weapons with me, Gurney Halleck.","Dune"
"I know what your problem is. Do you know why you won't fight? Because you have nothing to fight for! You don't care about anything! You don't value anything! You don't believe in anything! That's what makes me better!","The Postman"
"The name's Treadwell, Sam Treadwell.","Cherry 2000"
"I'd torture someone in a second if it was up to me.","Repo Man"
"Is this a super secret surprise Navy exercise? Cuz if so, they've gone way to far.","Battleship"
"A tablet a day and I was Limitless...","Limitless"
"One thing is true of all governments - their most reliable records are tax records.","V for Vendetta"
"The mind is a strange and wonderful thing. I'm not sure it will ever be able to figure itself out. Everything else maybe, from the atom to the universe. Everything except itself.","Invasion of the Body Snatchers"
"Resistance is futile.","Gojira: Fainaru uôzu"
"Turtles are out, rhino and warthog are in!","Teenage Mutant Ninja Turtles: Out of the Shadows"
"Geez, it stinks in here! Worse than my room!","Hellboy II: The Golden Army"
"They've made a few upgrades since your time.","Alien: Covenant"
"I'm going to get my chimp.","Planet of the Apes"
"If you wanna see Peter alive again, you're gonna do something for me.","Spider-Man 3"
"Be cool. She'll hold.","The Adventures of Buckaroo Banzai Across the 8th Dimension"
"I want to be a citizen because I want to have a Baby.","Starship Troopers"
"""Thou wast not born for death, immortal Bird! No hungry generations tread thee down.""","Dr. Jekyll and Mr. Hyde"
"I always knew you were special. Maybe this is how. A child. Of woman born. Pushed into the world. Wanted. Loved.","Blade Runner 2049"
"Behold my powers! I am the most powerful Pokémon in the world!","Pokémon: The First Movie - Mewtwo Strikes Back"
"Darth Vader has found us.","Star Wars: The Force Unleashed"
"We have no place in the world...","Avengers: Age of Ultron"
"We've inherited freedom from all those who have fought for it.","Metal Gear Solid 2: Sons of Liberty"
"My my, she'll be fun to break.","Tank Girl"
"Well, the cat has dragged in a sight for four eyes, that is for sure. You look dreadful.","Short Circuit"
"I want to get online... I need a computer!","Johnny Mnemonic"
"Do you WANT lunch?","Battlefield Earth"
"Every passing minute is another chance to turn it all around.","Vanilla Sky"
"We must totally destroy all spice production on Arrakis. The Guild and the entire Universe depends on spice. He who can destroy a thing, controls a thing.","Dune"
"Earth, man. What a shithole.","Alien: Resurrection"
"We'd be living a lie. I couldn't do that. Could you Ani?","Star Wars: Episode II - Attack of the Clones"
"What we need right now is a clear message to the people of this country. This message must be read in every newspaper, heard on every radio, seen on every television... I want *everyone* to *remember*, why they *need* us!","V for Vendetta"
"And here I thought I had had my one betrayal and attempted murder for this year.","Mass Effect 2"
"You still think there's an Island?","The Island"
"Why skate a half-pipe when you can skate a sewer pipe?","TMNT"
"You've taken your eye off the ball...","Spider-Man 3"
"Excuse me there, sport.","Spy Kids 2: Island of Lost Dreams"
"You're a machine, you were designed to obey, so obey!","Detroit: Become Human"
"When I'm not lucky, I'm really not, but I usually am, so it balances out.","Toki o kakeru shôjo"
"Put that gun away, Ernie! Before you shoot somebody!","The Return of the Living Dead"
"What about the Droid attack on the Wookiees?","Star Wars: Episode III - Revenge of the Sith"
"She decided to erase you almost as a lark.","Eternal Sunshine of the Spotless Mind"
"Of all the threats the Corps ever faced, the gravest was an entity of fear known as Parallax. Only the legendary Green Lantern Abin Sur was capable of capturing and imprisoning this beast, which he did on the lost planet of Ryut.","Green Lantern"
"Touch a button. Things happen. A scientist becomes a beast.","The Beast of Yucca Flats"
"We both had half of a full life, which was somehow enough for us. But not for them.","The Prestige"
"You're sweating.","Star Wars: Episode II - Attack of the Clones"
"There is no teacher but the enemy. Only he will tell you where you are weak, where he is strong.","Ender's Game"
"Friend... Partner... Brother... Will *you*... trust *me* now?","Batman & Robin"
"You're a bad judge of human nature if you bring people like me into the Zone.","Stalker"
"Welcome to the madhouse, Batman! I set a trap and you sprang it gloriously! Now let's get this party started.","Batman: Arkham Asylum"
"The children have to save themselves these days because the parents have no clue.","Donnie Darko"
"The world is still alive! The world is still alive!","Until the End of the World"
"I haven't seen my analyst in 200 years. He was a strict Freudian. If I'd been going all this time, I'd probably almost be cured by now.","Sleeper"
"Let's stop wasting time and call your boyfriend in tights, shall we?","Megamind"
"Hello, little guy! It's the sweetie man coming!","District 9"
"Ladies and gentlemen, please return your seats and tray-tables to their full upright positions, and extinguish all smoking material, as we're about to land in the red zone. Ahh! No survivors!","SpaceCamp"
"You must unlearn what you have learned.","Star Wars: Episode V - The Empire Strikes Back"
"Joey. Joey. The box, with its implications of rigidity and squareness, symbolizes unimaginative thinking and painful frustration.","Death Race 2"
"If you're such a great parent, why is Ms. Grunion trying to take Sherman away from you?","Mr. Peabody & Sherman"
"Listen kid, there are two things you didn't know about the Earth. One is me. And the other is... Godzilla.","Gojira: Fainaru uôzu"
"Tell me what you cherish most. Give me the pleasure of taking it away.","Fainaru fantajî sebun adobento chirudoren"
"Superman was a beacon to the world. He didn't just save people, he made them see the best parts of themselves.","Justice League"
"Abandon selective targeting. Shoot everything. Targets are now free. We've lost control.","28 Weeks Later"
"I'm going to mistrial my foot up your ass if you don't shut up!","Idiocracy"
"Yeah, I shave every morning but sometimes by like 4:30 I'll have a thing. I mean, I know it's called a five o'clock shadow but sometimes I'll get it prematurely.","Zombieland"
"Twin ceramic rotor drives on each wheel! And these look like computer controlled anti-lock brakes! Wow, 200 horses at 12,000 rpm!","Akira"
"The one thing they love more than a hero is to see a hero fail.","Spider-Man"
"God blinked, and the whole world disappeared.","The Quiet Earth"
"You got bad credit, but, uh, you got great character.","The Astronaut Farmer"
"The World is built in a wall that separates kind. Tell either side there's no wall, you've bought a war. Or a slaughter.","Blade Runner 2049"
"Every contact we've had with the outside has brought us death!","Bird Box"
"No more slaves, just free people, tied only by the bonds they have chosen! Claim your freedom!","Planet Hulk"
"There's nothing else left to people on Earth. This is the only place to come to when all hope is gone.","Stalker"
"I don't hang with the Avengers anymore. It all got too corporate.","Thor: Ragnarok"
"Since you're new here, I-I'm gonna cut you a break, today. So, why don't you make like a tree and get outta here?","Back to the Future"
"Shame you had to bring Pepper into this. I would have preferred she live...","Iron Man"
"At least the garbage was free.","Monsters vs. Aliens"
"Momentum, a function of mass and velocity, is conserved between portals. In layman's terms, speedy thing goes in, speedy thing comes out.","Portal"
"Listen, screw these environmentalists. When I give the order shoot to kill!","Mega Shark vs. Giant Octopus"
"Are you ""cereal""?","Life Is Strange"
"Ladies and gentlemen, from District 12: Katniss Everdeen - the girl on fire!","The Hunger Games"
"Can we keep this... between us? I'd hate to lose my teaching job...","Weird Science"
"'Tis no feckin' lobster!","Grabbers"
"We'll take it from here!","Men in Black 3"
"Beautiful thing, the destruction of words.","1984"
"You wanna compare brainpans? I won the Westinghouse prize when I was 12, big deal. Published at 19, so what. I got a double doctorate from MIT at 22, Chemistry and Geology. I taught at Princton for two and a half years.","Armageddon"
"Chuck, I never did like you. Oh, but God, hold me tight.","The Return of the Living Dead"
"The elderly; they seem friendly enough but can you really trust them? No. So don't get caught off guard.","Fido"
"The kids are not safe.","2-Headed Shark Attack"
"No matter who wins or loses, trouble always comes around.","Avengers: Age of Ultron"
"Half an hour late. That's my boss - the only guy in the world who can travel by jet and still be late.","This Island Earth"
"A pint can not hold a quart, Mr. Pizer. If it holds the pint. it's doing the best it can.","The Black Hole"
"Could we go back to Texas now?","Midnight Special"
"Things ain't what they used to be.","Screamers"
"Where's the dang ticket booth?","Killer Klowns from Outer Space"
"You and I have gone too far to stop. Nor, can it be stopped so easily.","Bride of Frankenstein"
"Just what do you think you're doing, Dave?","2001: A Space Odyssey"
"How can eyes that have seen so much be brought to life by a simple thing?","Love"
"I didn't sign on for this shit. Monsters, sure, but civilians? Who ordered this operation anyway?","Half-Life"
"All the king's horses and all the king's men... wish they had the technology I have.","Tank Girl"
"Welcome to the war.","Jumper"
"You're gonna regret this the rest of your life... both seconds of it.","Demolition Man"
"I'm the guy.","Spy Kids 3-D: Game Over"
"I suppose your father lost his job to a robot. I don't know, maybe you would have simply banned the Internet to keep the libraries open.","I, Robot"
"What's your name, Fruit Head?","Meet the Robinsons"
"We may be witnesses to a Biblical prophecy come true - 'And there shall be destruction and darkness come upon creation, and the beasts shall reign over the earth.'","Them!"
"I've got jelly beans for teeth!","Cloudy with a Chance of Meatballs"
"Listen to me. Keep your mind clear. And that's it. You will have peace of mind. My dear, don't worry. Learn to adjust yourself.","Another Earth"
"Gonna get married and 'av baby.","Threads"
"Why not pass the Buddha's teachings on in a modern form.","The Man from Earth"
"That, that is, is. That, that is not, is not. Is that it? It is.","Charly"
"Jabba, you're a wonderful human being.","Star Wars: Episode IV - A New Hope"
"You like my new toy? It cost me a fortune. But hey, you can't take it with you, right? You came all this way. Watch the test. It's a helluva freakin' light show, you're gonna love this.","Spider-Man: Into the Spider-Verse"
"Funny thing about anger. Let it consume you and soon enough... you lose sight of everything.","TMNT"
"Say goodbye to your two best friends, and I don't mean your pals in the Winnebago.","Spaceballs"
"A strong man doesn't need to read the future, he makes his own.","Metal Gear Solid"
"Let's play liiionnns!","Jekyll"
"Our very strength incites challenge. Challenge incites conflict. And conflict... breeds catastrophe.","Captain America: Civil War"
"Did I just teleport?","Jumper"
"I do hope there's more o' them.","Teenage Mutant Ninja Turtles"
"Even with two eyes, you only see half of the picture.","Thor: Ragnarok"
"You'll be meeting Rebecca Dearborn, my personal role model.","Vanilla Sky"
"You're not afraid to get your hands dirty anymore, are you?","The Prestige"
"You know what I would've done if I was smart enough to build a time machine? I would've gone back in time to meet you sooner.","Project Almanac"
"Mike. Mike, goddamn it. This ain't your personal little war, you know. I loved Danny too.","Predator 2"
"Cooper, this is no time for caution.","Interstellar"
"Time... enough.","Blade Runner"
"There's something you should know about me. About inception.","Inception"
"Santa Flan... What kinda of shitty name for a country is that?","Freaked"
"Turn me around.","Gamer"
"Nothing good can come of this.","Lost in Space"
"Stupid rock!","The Ewok Adventure"
"He says he has a message from an Obi-Wan Kenobi, Master Anakin. Do you know what he's talking about?","Star Wars: Episode II - Attack of the Clones"
"All fathers care for their sons.","Teenage Mutant Ninja Turtles"
"When you care what is outside, what is inside cares for you.","Mystery Men"
"I'm a bad guy who is paid to fuck up worse guys.","Deadpool"
"A Pokémon can't be a Pokémon Master! No way!","Pokémon: The First Movie - Mewtwo Strikes Back"
"I thought you all stopped for each other. Maybe he has some FOOD!","Waterworld"
"I'm not a comic book villain. Do you seriously think I would explain my master stroke to you if there were even the slightest possibility you could affect the outcome? I triggered it 35 minutes ago.","Watchmen"
"This war wasn't just made for Nathan West!","Space: Above and Beyond"
"Great men were made by other great men. Patton had Rommel, Grant had Lee, I get stuck with you.","The Postman"
"I could tell she knew what I was feeling, we all are orphans in Zombieland.","Zombieland"
"By my deeds I honour him, V8.","Mad Max: Fury Road"
"Let's see if her head pops off!","Small Soldiers"
"Minion, if I live, I will kill you!","Megamind"
"You compare me to a corpse!","Repo! The Genetic Opera"
"I'm feeling particularly evil because today's experiment is a stinky cinematic suppository called ""This Island Earth."" You may all bow down before me after this stinkburger.","Mystery Science Theater 3000: The Movie"
"I don't mind being the smartest man in the world, I just wish it wasn't this one.","Watchmen"
"Our world is a better world.","The Invasion"
"She was a great, dear friend of mine and I shall remember her forever howling down that freeway in the sky, knocking over... the angels.","Death Race 2000"
"Naughty, Naughty, Naughty.You Filthy Old Soomka.","A Clockwork Orange"
"Lying can be a very effective dating tool.","Blast from the Past"
"There's fuckin' room to move as a fry cook. I could be manager in two years. King. God.","Repo Man"
"I would rather die eating cheeseburgers than live off of steamed cauliflower.","Robot & Frank"
"I'm a miracle man.","Signs"
"I... I... I'm losing myself.","Metal Gear Solid"
"Whose life was one of brutality, violence, and murder.","Frankenstein"
"Never compare me to the mayor in Jaws! Never!","Ghostbusters"
"This is not a sermon. I will offer no insight. Every word I speak, you already know.","BioShock 2"
"Hey, Bats, I know you can hear me. I want you to hurt these guys. They're nothing to me!","Batman: Arkham Asylum"
"I don't think we are particularly evil, and we don't choose sides. We try to stop both of you. If there is one of you, the opposite of you appears; it escalates, we step in. There just can't be gods amongst us.","Glass"
"Do you think will have a bigger role in the next movie?","Pokémon 3: The Movie"
"I grant you, I'm no beauty. But, under this exterior, you'll find the very flower of man.","Dr. Jekyll and Mr. Hyde"
"Creepy Creedy.","V for Vendetta"
"I accept this Nobel Peace Prize not just for myself, but for crime robots everywhere. Skoal!","Futurama: Bender's Big Score"
"G.I. Joe action set. Nerdy Joe not included.","Mystery Science Theater 3000: The Movie"
"We don't know if they understand the difference between a weapon and a tool.","Arrival"
"Why can't you forgive yourself?","Fainaru fantajî sebun adobento chirudoren"
"Damn, they're persistent! Of course, that idiot Shinji is nowhere to be found!","Neon Genesis Evangelion: The End of Evangelion"
"Mommy, where are you? Mommy, I can't see.","The Last Man on Earth"
"They're stuck! I'll never get them off.","The Man Who Fell to Earth"
"You know, kids, a lot has changed since your old Uncle Joker's been away. New Gotham, new rules, even a new Batman. But now I'm tanned, I'm rested and I'm ready to give this old town a wedgie again!","Batman Beyond: Return of the Joker"
"So guys, if it wasn't already obvious with that girl... dibs!","Teenage Mutant Ninja Turtles"
"This can't be fucking happening!","Diary of the Dead"
"Virgo. Avid skier. Gluten-full. And 100% jazzed to meet you.","Ghostbusters"
"All the horrible things in your life... Your father, the wars, I can make all this go away. You can live knowing that the woman you loved was hunted down, or you can join me. I promise you will have your revenge.","X-Men Origins: Wolverine"
"I'm not feeling! He is the one who's feeling!","Equilibrium"
"[compulsively sanitises his hands]","Paul"
"Okay, no more Mr. Nice Guy!","Speed Racer"
"In normal times, evil would be fought with good. But in times like these, well, it should be fought by another kind of evil.","The Chronicles of Riddick"
"You have the ring, and I see your Schwartz is as big as mine. Now let's see how well you handle it.","Spaceballs"
"Is the only way you can succeed is to see me fail?","Gattaca"
"Listen, kid, we're all in it together.","Brazil"
"Hey, Tris, I really like your hair, by the way. Did you try to cut it all short and weird like that?","Insurgent"
"No! Please don't touch me!","The Fury"
"In a world of flying men and monsters, this is the only way to protect our country.","Suicide Squad"
"Protect the rabbits! Protect the rabbits!","Sky Captain and the World of Tomorrow"
"Prepare yourselves for my maddest madness yet!","Mystery Science Theater 3000: The Movie"
"Just a few ibdy... ibdy... bugs bunnies.","Short Circuit 2"
"Christ, Deckard. You look almost as bad as that skin-job you left on the sidewalk.","Blade Runner"
"I drink to love. A union to last throughout eternity. A love free from all material needs.","House of Frankenstein"
"You don't understand, Mr. Brent. The Bomb is a holy weapon for peace.","Beneath the Planet of the Apes"
"I am now authorized to... be loyal as a puppy.","RoboCop 3"
"I hope that when the world comes to an end, I can breathe a sigh of relief, because there will be so much to look forward to.","Donnie Darko"
"I guess I want to be remembered.","The Stepford Wives"
"Mr Tracy. How kind of you to come back from outer space, Alan. I trust re-entry wasn't too rough.","Thunderbirds"
"You're fired.","Spy Kids 2: Island of Lost Dreams"
"If it's suicide you're after, I have an old family recipe. It's slow and painful. You'd like it.","Batman: The Dark Knight Returns, Part 1"
"The world is ruined, and the war is already lost. Now it's a matter of pride. We either die hiding... or die fighting.","Gojira: Fainaru uôzu"
"It's not a matter of belief its a matter of fact!","Village of the Damned"
"That's the bravest thing I've ever seen a vegetable do.","Return of the Killer Tomatoes!"
"The Precogs are never wrong. But, occasionally... they do disagree.","Minority Report"
"Well, anyway, my mission is finished. And what next? To return to Earth? Little by little everything will return to normal. I'll find new interests, new acquaintances, but I won't be able to devote all of myself to them.","Solaris"
"How shall the new environment be programmed? It all happened so slowly that most men failed to realize that anything had happened at all.","THX 1138"
"Memories are short!","Akira"
"What I thought was unreal, now for me... seems in some ways to be more real than what I think to be real... which seems now more to be unreal.","What the #$*! Do We Know"
"There's more to surgery than just being a carpenter to patch up walls or a plumber to drain pipes. Our body's capable of adjusting in ways we've never dreamt of. If we could only find the key!","The Brain That Wouldn't Die"
"Jesus is coming and he is pissed!","Maximum Overdrive"
"I ain't Captain Walker. I'm the guy who carries Mr. Dead in his pocket.","Mad Max Beyond Thunderdome"
"I take it you put me to bed?","On the Beach"
"You idiots! These are not them! You've captured their stunt doubles!","Spaceballs"
"The secret government Eggo Project!","Mystery Science Theater 3000: The Movie"
"I knew this scientist, a pioneer in gamma radiation. SHIELD showed up, and that's the last I heard from him.","Thor"
"I refuse to become what you call normal.","Alphaville"
"We've been screwing for 21 hours non-stop.","What Planet Are You From?"
"F*ck you, Sally.","Oblivion"
"I need names... and shots. Bartender!","Fantastic Four"
"A recon gyrene in an Avatar body... that's a potent mix! Gives me the goosebumps!","Avatar"
"Does cryonic mean ice?","Zathura: A Space Adventure"
"You know what, I lied actually.We're gonna ride our bikes in to the desert at night alone.","Earth to Echo"
"On your knees, then!","The Spirit"
"I'm known to be quite vexing...","Suicide Squad"
"The couple that spies together, dies together.","Leonard Part 6"
"Tired minds don't plan well. Sleep first, plan later.","Journey to the Center of the Earth"
"It's disgusting the way we treat humans.","Planet of the Apes"
"Baseball's just a phase, it'll pass. But science is always cool.","Honey, We Shrunk Ourselves!"
"We need to take care of our own, Briggs.","The Colony"
"A man who no more knows his destiny than a tea leaf knows the history of the East India company.","The Hitchhiker's Guide to the Galaxy"
"There hasn't been anything like what I have become. You know that, you were there for my very first one.","The One"
"Let's cut to the chase here... it has become an interest to national science that we carefully research and monitor their developing powers. I ask for another year's grant.","Village of the Damned"
"I've seen your boat before. Haven't seen you.","Waterworld"
"I want the head of The Green Hornet and I want it tonight.","The Green Hornet"
"Shall I blast him now, master?","Star Wars: Knights of the Old Republic"
"Across the federation, federation experts agree that: A: God exists, B: He's on our side, C: He wants us to win.","Starship Troopers 3: Marauder"
"What is this, Tales from the Darkside?","The Arrival"
"I'm a mog: half man, half dog. I'm my own best friend!","Spaceballs"
"Well, to be frank Jekyll, I'm not at all satisfied with your conduct.","Dr. Jekyll and Mr. Hyde"
"What cat?","Half-Life 2"
"You'd better hope I don't make it back!","Escape from L.A."
"Can you see?","Minority Report"
"That reminds me, I saw Gubayama the other day in Shibomnigee. He said to give you his best.","Metal Gear Solid 2: Sons of Liberty"
"I am sure by now you all must be very confused... angry, frightened. I can only assure you that everything that's happened to you... everything we've done to you... it was all done for a reason.","The Maze Runner"
"There's one thing every little kid knows. Daddies mean fun; mommies mean business.","Honey, I Blew Up the Kid"
"Mom, you said that the biggest problem in the universe is no one helps each other.","Star Wars: Episode I - The Phantom Menace"
"Susan, you're fired!","Fantastic Four"
"Look, I really don't think they flew 90 billion light years to come down here and start a fight. Get all rowdy.","Independence Day"
"When I found you, I saw what all masters live to see... Raw, untamed power and beyond that, something truly special. The potential of your bloodline.","Star Wars: Episode VIII - The Last Jedi"
"Here is the thing about the future. Every time you look at, it changes, because you looked at it, and that changes everything else.","Next"
"Shit. Can't you settle your score somewhere else? 'Cuz we're closing up here.","District B13"
"We are already among you!","The Watch"
"I will always be puzzled by the human predilection for piloting vehicles at unsafe velocities.","Star Trek: Nemesis"
"Thought you might like this... it's a... well, it's kind of hard to explain... it's a... WOW! You know what I mean? Happy Life Day... and I do mean Happy Life Day.","The Star Wars Holiday Special"
"You sunk my battleship!","Battleship"
"On a mountain of skulls, in the castle of pain, I sat on a throne of blood! What was will be! What is will be no more! Now is the season of evil!","Ghostbusters II"
"Don't think of it as prison. Think of it as a hotel that you can never leave, 'cause it's locked from the outside.","Monsters vs. Aliens"
"Fear is the mind killer. I will face my fear and it will pass through me and when it is gone there will be nothing only I will remain.","Dune"
"'Course a good ass kicking doesn't sit well with anyone.","Ink"
"No one can destroy me!","Enthiran"
"The church of intelligent design reaches out to that special you.","The Zero Theorem"
"You know that looked cool!","Fantastic Four"
"Fruity Oaty Bars! Make a man out of a mouse! Fruity Oaty Bars! Make you bust out of your blouse! Eat them all the time! Let them blow your mind... ohh! Fruity Oaty Bars!","Serenity"
"So I'm the new 'Lord Of The Apes'.","Project X"
"Mask on!","Avatar"
"What happened, Riley, did you get fucked?","Land of the Dead"
"[comes back to life, is unhappy]","Lifeforce"
"When I tell you to do something, I mean that shit.","Black Panther"
"Don't be a monster, Howard. Tell the poor girl. You can have him, sweetie. You did.","Eternal Sunshine of the Spotless Mind"
"She provides for me, my city does. She gives me everything I need.","The Spirit"
"There was an old lady who swallowed a fly, perhaps she'll die.","The Fly"
"I always thought it was St. Elmo's Fire. I'll have to change my mind about that.","Earth vs. the Flying Saucers"
"Dig deep, David.","Vanilla Sky"
"It's funny how the colors of the real world only seem really real when you viddy them on the screen.","A Clockwork Orange"
"He is not insane. He simply wants to die.","Frankenstein Meets the Wolf Man"
"You would drink, too, if you knew the world half as well as I do.","The Prestige"
"What the hell kind of bug is that?","Starship Troopers: Invasion"
"That's no way to treat a friend.","Blade Runner"
"'Happiness is: being happy.'... What the fuck am I supposed to do with that?","Visioneers"
"This is gonna get *greasy*!","Robots"
"You know, we don't talk much, but... but I like to believe we've been sort of... friends... for a while.","Detention"
"Yes, I always used to wonder if she wore falsies. False ears...","Brazil"
"This is how it's done. When people are sittin' on shit that you want, you make 'em your enemy. Then you're justified in taking it.","Avatar"
"Perhaps we are asking the wrong questions.","The Matrix"
"I'm not me anymore. I'm a hardware store!","Inspector Gadget"
"Okay, okay, which one of you maroons has ever played basketball?","Space Jam"
"What is it your Borg friends say? ""Resistance is futile.""","Star Trek: Nemesis"
"We are the Commando Elite. Everything else is just a toy!","Small Soldiers"
"You mind telling your subconscious to take it easy?","Inception"
"Look, it's none of my business, but who cares what these creeps think of you? They don't make you what you are, you do. You are who you choose to be.","The Iron Giant"
"Captain America! How exciting! I'm a great fan of your films!","Captain America: The First Avenger"
"Love the Prophet, cause he loves the sinner. Love the sinner, because he is you. Without the sinner, what need is there for a redeemer? Without sin, what grace has forgiveness?","BioShock Infinite"
"The female is ready. But she must wait for the male to figure this out on his own. She can emit no odor to help him. In fact, to do so would be disastrous.","The Mating Habits of the Earthbound Human"
"Wait, I know that laugh...","Star Wars: Episode VI - Return of the Jedi"
"Women. Can't live with 'em, can't live... with 'em.","The Running Man"
"Dat sock fulla holes, mon.","Freaked"
"Quick! To my parents' minivan!","Dude, Where's My Car?"
"A summoner with bed-hair! What's the world coming to?","Fainaru fantajî X"
"Darn bushes howling at me again.","Scooby-Doo 2: Monsters Unleashed"
